target_id,class_label,split,bls_power,snr,period_days,duration_days,depth,transit_count,odd_even_depth_delta,v_shape_score,local_noise,depth_to_noise_ratio,phase_shape_kurtosis,bls_sde,secondary_eclipse_depth,centroid_shift,crowding_metric,gaia_neighbor_count,candidate_detected,predicted_class_rule,processing_status,failure_reason
TIC-388198242,exoplanet_transit,train,1.0,94.7453629751091,0.5055267767521502,0.05,0.002234229182618952,53.0,7.388694978671673e-05,0.0,0.0010010301299605046,2.2319300046514114,3.5337022518259644,14.380995780147355,0.0,0.002,0.98,0.0,1,stellar_variability_or_other,success,
KIC-2574338,exoplanet_transit,train,1.0,7.625348330926398,9.201394422310756,0.25,0.0003413976590065616,2.0,0.0,0.0,0.0009991151003873639,0.3417000292300651,0.0,6.6893183259873314,0.0,0.002,0.98,0.0,0,stellar_variability_or_other,success,
TIC-326809267,exoplanet_transit,train,1.0,100.78581791571108,7.120295661785023,0.25,0.004587737392216,3.0,0.0,0.0,0.0011756066734309764,3.90244245452164,2.691395718208703,12.29887182518298,0.0,0.002,0.98,0.0,1,stellar_variability_or_other,success,
KIC-9640123,exoplanet_transit,train,1.0,5.207533012359691,2.2684798518649147,0.05,0.00025940482226108656,11.0,0.0,0.0,0.0009962676055837133,0.26037665061798454,0.0,4.238527763416554,0.0,0.002,0.98,0.0,0,stellar_variability_or_other,success,
TIC-198108326,exoplanet_transit,train,1.0,591.8195679165734,3.220596760088285,0.25,0.016252356250199735,8.0,0.0002883980772150352,0.0,0.0010018807694031557,16.22184669726883,-0.7930472396651762,11.927944036182387,0.0,0.002,0.98,0.0,1,exoplanet_transit,success,
TIC-341630071,exoplanet_transit,train,1.0,44.93692344754355,26.547272727272727,0.25,0.002572895939601762,1.0,0.0,0.0,0.0010437619978505748,2.465021666721093,-0.27993908414852076,6.16312438210552,0.0,0.002,0.98,0.0,1,stellar_variability_or_other,success,
TIC-70513361,exoplanet_transit,train,1.0,5.465871949167918,9.80607059612053,0.022,0.0008159510448009157,2.0,0.0,0.0,0.001001407654325624,0.814804082309916,0.0,4.1835609713952895,0.0,0.002,0.98,0.0,0,stellar_variability_or_other,success,
TIC-274215536,exoplanet_transit,train,1.0,87.49397638101922,1.3340477138553695,0.112,0.002272138368502014,20.0,9.839059353922153e-07,0.0,0.0010037647026033734,2.263616525475517,1.3049098981215597,14.210007032750381,0.0,0.002,0.98,0.0,1,stellar_variability_or_other,success,
TIC-96948338,exoplanet_transit,train,1.0,41.78952080391242,11.356411761122503,0.25,0.0019341023665771725,2.0,0.0,0.0,0.0010359312353826022,1.8670180997707317,-0.16907366056751627,8.674617191462257,0.0,0.002,0.98,0.0,1,stellar_variability_or_other,success,
TIC-102846772,exoplanet_transit,train,1.0,71.0252177334518,10.189175757575759,0.25,0.0032962543209456743,2.0,0.0,0.0,0.001038788184717683,3.1731727116645203,0.19501054041692267,8.458668398803495,0.0,0.002,0.98,0.0,1,stellar_variability_or_other,success,
TIC-192976435,exoplanet_transit,train,1.0,216.269243498764,4.212317826491008,0.25,0.008191993847930594,6.0,0.00012515610257590737,0.0,0.0011990263218861449,6.8322051804868345,1.3367035479523182,11.858020771875397,0.0,0.002,0.98,0.0,1,exoplanet_transit,success,
KIC-6358937,exoplanet_transit,train,1.0,5.317937317375518,0.8087147299320512,0.112,0.00010670422600866775,33.0,0.0,0.0,0.0009966048141108656,0.10706774089172483,0.0,4.084411430892606,0.0,0.002,0.98,0.0,0,stellar_variability_or_other,success,
KIC-8168509,exoplanet_transit,train,1.0,4.893970333552801,3.8510635214153632,0.01,0.0007190257456133124,7.0,0.0,0.0,0.0010072378508151235,0.7138589410946274,0.0,3.689242183274267,0.0,0.002,0.98,0.0,0,stellar_variability_or_other,success,
KIC-5992270,exoplanet_transit,train,1.0,13.810179132416128,12.827394495412845,0.25,0.0007654001515691827,2.0,0.0,0.0,0.0010113729846678101,0.7567931546249297,-0.1653584509799395,6.439337500110071,0.0,0.002,0.98,0.0,1,stellar_variability_or_other,success,
KIC-8115647,exoplanet_transit,train,1.0,5.090226954640902,13.593822381764335,0.022,0.0009265644967065542,1.0,0.0,0.0,0.000997009132111288,0.9293440419592159,0.0,3.387313725372348,0.0,0.002,0.98,0.0,0,stellar_variability_or_other,success,
KIC-9087853,exoplanet_transit,train,1.0,8.491034332720986,13.257272727272728,0.25,0.0004632803810777004,2.0,0.0,0.0,0.0009971409354859058,0.46460872740315723,0.0,4.508474152850756,0.0,0.002,0.98,0.0,0,stellar_variability_or_other,success,
TIC-364267778,exoplanet_transit,train,1.0,20.673508419521127,2.3527214432546866,0.112,0.0007269002284758933,11.0,0.00014858858961652732,0.0,0.0010086965552298939,0.7206332020339101,2.255787306312749,9.614182278806277,0.0,0.002,0.98,0.0,1,stellar_variability_or_other,success,
KIC-5511081,exoplanet_transit,train,1.0,5.277898296627321,0.8870993753810404,0.112,0.00010984007340514692,30.0,0.0,0.0,0.001001325543191795,0.1096946683842939,0.0,3.658676013512964,0.0,0.002,0.98,0.0,0,stellar_variability_or_other,success,
KIC-10909127,exoplanet_transit,train,1.0,8.122186592405642,3.1737194946294087,0.112,0.00031430289581532554,8.0,0.0,0.0,0.0010023898953598837,0.31355353567533994,0.0,7.2674208116444605,0.0,0.002,0.98,0.0,0,stellar_variability_or_other,success,
TIC-161479081,exoplanet_transit,train,1.0,242.8427276805992,3.4726469928689956,0.112,0.009948315513532376,7.0,3.427654566956484e-06,0.0,0.0010034600187994477,9.914012842718602,3.922498087075258,10.484588117161016,0.0,0.002,0.98,0.0,1,exoplanet_transit,success,
TIC-230064711,exoplanet_transit,train,1.0,5.798924906796941,7.071536336004421,0.112,0.0003343148169056999,3.0,0.0,0.0,0.0009968819540995635,0.3353604862951609,0.0,4.086882786571634,0.0,0.002,0.98,0.0,0,stellar_variability_or_other,success,
KIC-5642688,exoplanet_transit,train,1.0,6.5420941578551135,0.7391271232719224,0.25,8.286236044063126e-05,36.0,0.0,0.0,0.0009929715100482248,0.08344888005558886,0.0,6.085898196118354,0.0,0.002,0.98,0.0,0,stellar_variability_or_other,success,
TIC-127229631,exoplanet_transit,train,1.0,196.7766120806197,5.883316089767973,0.25,0.006894479559626714,4.0,0.00010457089022908317,0.0,0.0010094087278432892,6.8302159169531995,-3.0,12.118334672430471,0.0,0.002,0.98,0.0,1,exoplanet_transit,success,
KIC-4665571,exoplanet_transit,train,1.0,13.166017509083277,0.7667367699506263,0.112,0.00025484491903819884,35.0,4.81793644945272e-05,0.0,0.0009896333962157813,0.25751446951233653,2.9583809862415436,11.376963761462509,0.0,0.002,0.98,0.0,1,stellar_variability_or_other,success,
KIC-7898352,exoplanet_transit,train,1.0,8.4524858484392,14.611156192327208,0.25,0.0004607095952480453,1.0,0.0,0.0,0.0009961300430781663,0.46249944818890826,0.0,3.9709318036587766,0.0,0.002,0.98,0.0,0,stellar_variability_or_other,success,
TIC-237913194,exoplanet_transit,train,1.0,15.909916089996559,11.028121606746376,0.05,0.003890279245425465,2.0,0.0,0.0,0.0049752287981397105,0.7819297168564551,-0.17206515130239763,4.517292652251219,0.0,0.002,0.98,0.0,1,stellar_variability_or_other,success,
KIC-9834040,exoplanet_transit,train,1.0,10.76877503706839,6.791184705573541,0.25,0.0004166686943228755,3.0,0.0,0.0,0.0009985312976140785,0.4172815567408618,0.0,8.609291958745715,0.0,0.002,0.98,0.0,0,stellar_variability_or_other,success,
KIC-6520519,exoplanet_transit,train,1.0,7.471452184580645,0.4950505050505051,0.25,7.97738316302196e-05,54.0,0.0,0.0,0.0010135986473941666,0.07870356953939114,0.0,4.6507024945023785,0.0,0.002,0.98,0.0,0,stellar_variability_or_other,success,
KIC-7954278,exoplanet_transit,train,0.8774826750887127,4.684916604783927,1.9971260913495168,0.01,0.0005083324298683098,13.0,0.0,0.0,0.0010062251735011298,0.5051875497206879,0.0,4.104461426399347,0.0,0.002,0.98,0.0,0,stellar_variability_or_other,success,
KIC-3448130,exoplanet_transit,train,1.0,5.197223834111799,1.6897648036022643,0.25,0.00010112966130233974,15.0,0.0,0.0,0.001004890265424911,0.1006375171318609,0.0,3.571745202580596,0.0,0.002,0.98,0.0,0,stellar_variability_or_other,success,
TIC-350584963,exoplanet_transit,train,1.0,6.0410156605375525,2.1281129685219353,0.112,0.00019407663130722042,12.0,0.0,0.0,0.0010005738556374394,0.19396532321302687,0.0,4.219518162578098,0.0,0.002,0.98,0.0,0,stellar_variability_or_other,success,
KIC-4173026,exoplanet_transit,train,1.0,7.260276830008037,10.0172182596291,0.25,0.00032630758831401975,2.0,0.0,0.0,0.0010059881291520848,0.32436524732061595,0.0,5.566741396009426,0.0,0.002,0.98,0.0,0,stellar_variability_or_other,success,
KIC-7447200,exoplanet_transit,train,1.0,47.83152293041729,2.4511771439473433,0.112,0.0016590662374027772,11.0,1.6126427417550993e-05,0.0,0.0009962687106347212,1.6652798785036507,-0.8716882631646508,12.34912639531613,0.0,0.002,0.98,0.0,1,stellar_variability_or_other,success,
TIC-294301883,exoplanet_transit,train,1.0,537.1002105150084,4.473344801446148,0.25,0.016995607688623755,6.0,7.174429875256294e-05,0.0,0.00100164824824912,16.967640804376245,-1.117449506259554,11.28571913851741,0.0,0.002,0.98,0.0,1,exoplanet_transit,success,
KIC-9278216,exoplanet_transit,train,1.0,5.29648744798762,1.0489321141364247,0.01,0.00039856587952612866,25.0,0.0,0.0,0.000998317084375163,0.3992377629954988,0.0,4.933931451148296,0.0,0.002,0.98,0.0,0,stellar_variability_or_other,success,
TIC-266500992,exoplanet_transit,train,1.0,32.926058472471034,3.2779296958320887,0.25,0.0008541935186891623,8.0,7.140439439345947e-05,0.0,0.0010044246055571065,0.8504306982955498,0.6793104635227345,10.147071843635548,0.0,0.002,0.98,0.0,1,stellar_variability_or_other,success,
TIC-415377888,exoplanet_transit,train,1.0,356.3541837674199,2.510764930862018,0.25,0.00834178489337144,10.0,3.4227893551341815e-05,0.0,0.0010016622272803997,8.32794196105419,0.22549367648048246,11.109599096263667,0.0,0.002,0.98,0.0,1,exoplanet_transit,success,
TIC-337648770,exoplanet_transit,train,1.0,100.64812962282066,24.45687310937749,0.25,0.005492864348769012,1.0,0.0,0.0,0.000994797129239534,5.521592480838777,-1.3690715322901075,5.891266546706771,0.0,0.002,0.98,0.0,1,stellar_variability_or_other,success,
TIC-289100911,exoplanet_transit,train,1.0,285.89262592338787,2.752550594282043,0.25,0.00701509504717269,9.0,8.0782093850984e-05,0.0,0.0010012389241441761,7.006414630922332,-1.433924624382896,11.457005631041943,0.0,0.002,0.98,0.0,1,exoplanet_transit,success,
KIC-8613446,exoplanet_transit,train,1.0,11.3876272380426,1.0147960516765857,0.112,0.00025698866045563483,26.0,6.517126694516318e-05,0.0,0.0009932201653861166,0.25874289448777943,-0.5612756381140525,8.911082601772561,0.0,0.002,0.98,0.0,1,stellar_variability_or_other,success,
KIC-12602999,exoplanet_transit,train,1.0,5.238054908111038,2.264818799047703,0.022,0.00039774204592466704,11.0,0.0,0.0,0.001001627133636785,0.39709591779978504,0.0,4.021184897520391,0.0,0.002,0.98,0.0,0,stellar_variability_or_other,success,
KIC-5436455,exoplanet_transit,train,1.0,5.082266879637756,0.5487727806858242,0.022,0.00018903493021270963,49.0,0.0,0.0,0.0009973533242346052,0.18953657206464913,0.0,3.6357869264423623,0.0,0.002,0.98,0.0,0,stellar_variability_or_other,success,
TIC-360706000,exoplanet_transit,train,1.0,140.77622740990776,2.373740680514221,0.112,0.004923523888273223,11.0,6.122480381332007e-05,0.0,0.0010027268301163765,4.910134784866382,-1.6823326201392874,11.198171771409127,0.0,0.002,0.98,0.0,1,stellar_variability_or_other,success,
TIC-147821208,exoplanet_transit,train,1.0,20.40768554873956,9.52657371514318,0.25,0.0009185628051724139,2.0,0.0,0.0,0.001006468307767155,0.912659443008435,0.16663950383603776,7.43270271129636,0.0,0.002,0.98,0.0,1,stellar_variability_or_other,success,
TIC-64938667,exoplanet_transit,train,1.0,429.1135298042565,3.201144796568525,0.25,0.011816283407512684,8.0,9.278580737603903e-05,0.0,0.0010064956909812963,11.740023840531538,0.23613501118856917,11.647917611486907,0.0,0.002,0.98,0.0,1,exoplanet_transit,success,
KIC-5195172,exoplanet_transit,train,0.9128542023680337,4.547126120275728,2.5199264489555753,0.01,0.0005365900472938504,10.0,0.0,0.0,0.0010013176264458243,0.5358839524262407,0.0,3.7695793403368603,0.0,0.002,0.98,0.0,0,stellar_variability_or_other,success,
TIC-21505121,exoplanet_transit,train,1.0,56.945641678318246,4.589839886141256,0.25,0.0018065539086029327,5.0,8.983925112548974e-05,0.0,0.00100320672464036,1.8007793052329917,4.2960823187413695,11.872590576993987,0.0,0.002,0.98,0.0,1,stellar_variability_or_other,success,
TIC-321086563,exoplanet_transit,train,1.0,107.86521257895319,3.978813088439574,0.25,0.0034235134515648137,6.0,6.560851496750786e-05,0.0,0.0010036692876533352,3.4109975204773693,-0.9728462123280668,11.821814796803158,0.0,0.002,0.98,0.0,1,stellar_variability_or_other,success,
KIC-8894646,exoplanet_transit,train,0.9747311604938814,5.4201341252568795,0.5169622470552703,0.25,5.840638307845627e-05,52.0,0.0,0.0,0.001003135549398372,0.0582238194165139,0.0,5.272708114566973,0.0,0.002,0.98,0.0,0,stellar_variability_or_other,success,
KIC-10989620,exoplanet_transit,train,1.0,6.488436943481044,0.5203768808602848,0.25,6.956253486529569e-05,51.0,0.0,0.0,0.0009980900112320616,0.06969565277927824,0.0,8.045464199280048,0.0,0.002,0.98,0.0,0,stellar_variability_or_other,success,
TIC-51830822,exoplanet_transit,train,1.0,107.86187160953307,0.6710915005958543,0.112,0.001952538087197371,40.0,4.9371440595580296e-05,0.0,0.000991498792657209,1.9692793391755772,1.6217598212511266,11.71565447072157,0.0,0.002,0.98,0.0,1,stellar_variability_or_other,success,
KIC-6606438,exoplanet_transit,train,1.0,8.696869828736304,13.05075062552127,0.25,0.0004770349585528901,2.0,0.0,0.0,0.0010024448066374243,0.475871544641988,0.0,5.34407774727838,0.0,0.002,0.98,0.0,0,stellar_variability_or_other,success,
KIC-9076971,exoplanet_transit,train,1.0,7.471614696726894,9.065086941300036,0.25,0.0003333300698364678,2.0,0.0,0.0,0.000995576638003696,0.33481106035679226,0.0,7.240513608127351,0.0,0.002,0.98,0.0,0,stellar_variability_or_other,success,
TIC-12423815,exoplanet_transit,train,1.0,908.5291413148068,2.83950845023749,0.112,0.03511584770071487,9.0,8.553538145328332e-06,0.0,0.0010027018747274113,35.02122473867046,1.9602757922811112,15.257574902711637,0.0,0.002,0.98,0.0,1,exoplanet_transit,success,
TIC-247166992,exoplanet_transit,train,1.0,26.08778753229241,5.039341022484287,0.25,0.0008973372902278106,5.0,4.805799466101046e-05,0.0,0.0009927524506953755,0.9038882649942278,-1.9391063546073615,10.28897844735977,0.0,0.002,0.98,0.0,1,stellar_variability_or_other,success,
KIC-3544640,exoplanet_transit,train,1.0,7.294885219735972,0.8619072864011834,0.25,0.00010004080868758707,31.0,0.0,0.0,0.0009952688001814282,0.10051637172726662,0.0,6.207811461831578,0.0,0.002,0.98,0.0,0,stellar_variability_or_other,success,
KIC-9828127,exoplanet_transit,train,1.0,5.189649237089224,9.140899822634816,0.01,0.0011583893534660072,2.0,0.0,0.0,0.0009982321426466345,1.1604408473511427,0.0,4.828382626457356,0.0,0.002,0.98,0.0,0,stellar_variability_or_other,success,
TIC-160512852,exoplanet_transit,train,1.0,314.68723203020045,6.0093249863908555,0.112,0.02298785849199162,4.0,0.00012895187389339036,0.0,0.0014146044713995887,16.250378785561008,-0.27990818750644,13.800198229363504,0.0,0.002,0.98,0.0,1,exoplanet_transit,success,
TIC-466206508,exoplanet_transit,train,1.0,58.570421234862614,27.54,0.25,0.004743175554827217,0.0,0.0,0.0,0.0014715951161188654,3.223152552542241,-0.20105611545316426,6.08833357275041,0.0,0.002,0.98,0.0,1,stellar_variability_or_other,success,
TIC-463781038,exoplanet_transit,train,1.0,39.06983765179273,8.190477352285988,0.25,0.0018828417085825157,3.0,0.0,0.0,0.0010786761255307308,1.7455116174524758,3.5666734312134842,10.779648525130696,0.0,0.002,0.98,0.0,1,stellar_variability_or_other,success,
TIC-144037593,exoplanet_transit,train,1.0,277.5164696676122,4.160883255288229,0.25,0.008768341378813065,6.0,3.084731044245004e-05,0.0,0.0009981457419165935,8.784630350650497,5.6827157283320435,13.274491622397193,0.0,0.002,0.98,0.0,1,exoplanet_transit,success,
TIC-365733349,exoplanet_transit,train,1.0,80.8977128771558,2.697478400783518,0.25,0.001993021780375964,10.0,1.4217842782882073e-05,0.0,0.0010058740432341117,1.9813830506729748,-1.2873157540654485,10.788867345529024,0.0,0.002,0.98,0.0,1,stellar_variability_or_other,success,
KIC-2302997,exoplanet_transit,train,0.8625051212107376,4.50462558569403,0.5217257193579408,0.01,0.0002442735809685537,51.0,0.0,0.0,0.0010013709524423142,0.24393915199235372,0.0,4.109827335258602,0.0,0.002,0.98,0.0,0,stellar_variability_or_other,success,
TIC-320208949,exoplanet_transit,train,1.0,205.6043101324881,5.730214429305337,0.112,0.010705604956610212,4.0,0.00012341268520776882,0.0,0.001008311296618954,10.617360920687885,0.05673798080932535,15.42002421621479,0.0,0.002,0.98,0.0,1,exoplanet_transit,success,
KIC-7211141,exoplanet_transit,train,1.0,27.973930883744686,13.393636363636364,0.25,0.001571008248460579,2.0,0.0,0.0,0.0010248188016448946,1.5329619694125616,-0.849619303349876,5.917844890908397,0.0,0.002,0.98,0.0,1,stellar_variability_or_other,success,
KIC-7213311,exoplanet_transit,train,1.0,5.738778167867304,1.659486841821204,0.25,0.00011033541192794892,16.0,0.0,0.0,0.000992903384679723,0.11112401632464913,0.0,4.801129993460372,0.0,0.002,0.98,0.0,0,stellar_variability_or_other,success,
TIC-119290630,exoplanet_transit,train,1.0,679.2238935136442,1.4858512221041447,0.112,0.04301943332920832,18.0,2.7382643515982963e-05,0.0,0.002324531995243147,18.506707336032377,-0.9699098274421054,10.64377714820836,0.0,0.002,0.98,0.0,1,exoplanet_transit,success,
TIC-11270200,exoplanet_transit,train,1.0,152.02772400868616,3.1304661378889564,0.25,0.004558535443411589,8.0,9.893039261132941e-05,0.0,0.0010947567126223517,4.163971219223852,-0.40915473048066264,10.739254598241821,0.0,0.002,0.98,0.0,1,stellar_variability_or_other,success,
TIC-120487017,exoplanet_transit,train,1.0,20.287925408479293,8.240026519571446,0.25,0.0009069186749757053,3.0,0.0,0.0,0.001000574817430768,0.906397661800495,-3.0,11.34544240285895,0.0,0.002,0.98,0.0,1,stellar_variability_or_other,success,
TIC-105616091,exoplanet_transit,train,1.0,38.942755154837165,4.282679513522519,0.112,0.0018406370694721617,6.0,0.00012597427098670622,0.0,0.0010026462804330638,1.835779083204849,-0.237218672151013,12.492934665846475,0.0,0.002,0.98,0.0,1,stellar_variability_or_other,success,
TIC-349312122,exoplanet_transit,train,1.0,515.374693176588,2.8246028940682644,0.25,0.012616240899262122,9.0,8.000089368309649e-05,0.0,0.0009976809963932135,12.64556601245486,-1.47654291033473,11.404466298283928,0.0,0.002,0.98,0.0,1,exoplanet_transit,success,
KIC-9479306,exoplanet_transit,train,1.0,6.055072938957564,0.9834458157313695,0.25,8.901195898239505e-05,27.0,0.0,0.0,0.00100426396723257,0.08863402639814263,0.0,5.632562285928429,0.0,0.002,0.98,0.0,0,stellar_variability_or_other,success,
TIC-355096431,exoplanet_transit,train,1.0,206.07895106317372,7.227508277362595,0.25,0.00822271172876679,3.0,0.0,0.0,0.0010312635340320804,7.973434003447464,1.6955147208083527,10.374504255372157,0.0,0.002,0.98,0.0,1,exoplanet_transit,success,
KIC-7948784,exoplanet_transit,train,1.0,9.07682448371611,3.3612790240062966,0.25,0.0002485468817992483,8.0,0.0,0.0,0.000999745495412037,0.24861015422411253,0.0,8.684885014358365,0.0,0.002,0.98,0.0,0,stellar_variability_or_other,success,
KIC-7670943,exoplanet_transit,train,0.9988951791604995,6.54622717350992,0.7508749013763479,0.25,8.419166228972711e-05,35.0,0.0,0.0,0.0009962162854876913,0.08451142941164791,0.0,7.625376700896528,0.0,0.002,0.98,0.0,0,stellar_variability_or_other,success,
KIC-8223445,exoplanet_transit,train,1.0,7.26128636847579,12.879337781484573,0.112,0.0005916599279564114,2.0,0.0,0.0,0.000997939518703542,0.5928815492997587,-0.21586384716453955,6.731993963962738,0.0,0.002,0.98,0.0,1,stellar_variability_or_other,success,
KIC-7382313,exoplanet_transit,train,1.0,5.186366122022384,0.7651899941387429,0.05,0.00015157197092236998,35.0,0.0,0.0,0.000997513285988089,0.15194982668549628,0.0,4.726060197795572,0.0,0.002,0.98,0.0,0,stellar_variability_or_other,success,
TIC-122695048,exoplanet_transit,train,1.0,734.9606841761789,4.8378388003748825,0.25,0.0234997231254427,5.0,6.965915266243794e-05,0.0,0.0010100989238622537,23.264773944702608,-0.9822495990125235,12.356485203673417,0.0,0.002,0.98,0.0,1,exoplanet_transit,success,
KIC-4813750,exoplanet_transit,train,0.9973205084265718,5.109758926753042,2.669682077922078,0.05,0.0002799342256700346,10.0,0.0,0.0,0.0009997184465622613,0.2800130643109031,0.0,4.163663198767185,0.0,0.002,0.98,0.0,0,stellar_variability_or_other,success,
KIC-7434875,exoplanet_transit,train,1.0,14.356842143372921,3.3359002375296916,0.112,0.0005890814760590727,8.0,8.642234775513291e-05,0.0,0.0010033836803288653,0.5870949344781027,-0.4206460083541863,11.923708926524611,0.0,0.002,0.98,0.0,1,stellar_variability_or_other,success,
TIC-89014296,exoplanet_transit,train,1.0,120.52511759021127,1.4947127397073967,0.112,0.003301849667989962,18.0,9.172917255384494e-05,0.0,0.0010039630715013013,3.288815855599607,0.4374899209383454,11.790196273175653,0.0,0.002,0.98,0.0,1,stellar_variability_or_other,success,
KIC-7663405,exoplanet_transit,train,1.0,5.444513929025749,0.5684561020412681,0.25,5.975860721558977e-05,47.0,0.0,0.0,0.0009805505984282186,0.06094393018716251,0.0,4.593289532602414,0.0,0.002,0.98,0.0,0,stellar_variability_or_other,success,
TIC-341815197,exoplanet_transit,train,1.0,8.775588516955226,12.99361301084237,0.25,0.00048201889069157927,2.0,0.0,0.0,0.0010038320119875573,0.4801788396219765,0.0,6.148680121506534,0.0,0.002,0.98,0.0,0,stellar_variability_or_other,success,
TIC-45048546,exoplanet_transit,train,1.0,133.8562024992107,7.327665310755841,0.25,0.005348664459027931,3.0,0.0,0.0,0.0010327497183884695,5.179051965634162,-1.023340043982893,12.261574306664931,0.0,0.002,0.98,0.0,1,stellar_variability_or_other,success,
KIC-10881457,exoplanet_transit,train,1.0,6.410901597464884,0.5221829702165147,0.25,6.917800364098378e-05,51.0,0.0,0.0,0.001004403311329712,0.06887472677623914,0.0,5.5662418729883285,0.0,0.002,0.98,0.0,0,stellar_variability_or_other,success,
